Gene1,Gene2,Score
FOS,NEDD1,156.0
FOS,PA2G4,169.0
FOS,SERPINA3G,307.0
FOS,SERPINA3F,307.0
FOS,PLIN3,194.0
FOS,IFI209,234.0
FOS,CD69,348.0
FOS,ANXA5,183.0
FOS,HIST1H4D,323.0
FOS,STK25,144.0
FOS,POLR2B,141.0
FOS,ZZZ3,671.0
FOS,EEPD1,267.0
FOS,ASAH1,199.0
FOS,APLP2,235.0
FOS,PRSS50,274.0
FOS,ZNFX1,321.0
FOS,SATB1,199.0
FOS,EIF3A,233.0
FOS,HSP90AA1,208.0
FOS,ECE1,290.0
FOS,MCM4,282.0
FOS,BTAF1,131.0
FOS,GMFB,332.0
FOS,ITFG1,157.0
FOS,IFI47,236.0
FOS,GPR180,297.0
FOS,HEATR5A,155.0
FOS,ZFP658,189.0
FOS,DGLUCY,228.0
FOS,DMD,336.0
FOS,TTC39C,170.0
FOS,NIF3L1,261.0
FOS,XRCC6,177.0
FOS,TYROBP,237.0
FOS,CSE1L,383.0
FOS,VPS35,248.0
FOS,ORC6,248.0
FOS,GSTM5,289.0
FOS,SQLE,397.0
FOS,GSS,201.0
FOS,TSPAN13,306.0
FOS,OSGIN2,220.0
FOS,WDR43,213.0
FOS,CCL9,190.0
FOS,2210016L21RIK,159.0
FOS,TGFBR1,225.0
FOS,FAM136A,250.0
FOS,COPB2,190.0
FOS,MAVS,204.0
FOS,PSME3,219.0
FOS,ZFP62,315.0
FOS,SIRPA,211.0
FOS,PKN3,229.0
FOS,ZFP639,159.0
FOS,SPPL2A,180.0
FOS,AP5Z1,522.0
FOS,TXNL1,136.0
FOS,CTSL,165.0
FOS,ELOVL1,166.0
FOS,ABCE1,141.0
FOS,ESCO2,303.0
FOS,RFESD,136.0
FOS,NPM1,236.0
FOS,ANAPC4,138.0
FOS,USP42,273.0
FOS,ST8SIA4,246.0
FOS,SOD1,269.0
FOS,NPTN,501.0
FOS,SPRYD4,406.0
FOS,PAK1,201.0
FOS,LYRM9,237.0
FOS,SLC14A1,192.0
FOS,OPTN,202.0
FOS,TBC1D5,366.0
FOS,GRN,244.0
FOS,METTL7A1,171.0
FOS,NAMPT,164.0
FOS,PHF5A,130.0
FOS,PTPRS,472.0
FOS,BANK1,194.0
FOS,GANAB,245.0
FOS,PTPRC,151.0
FOS,FEM1A,235.0
FOS,TFRC,206.0
FOS,POLE3,138.0
FOS,SNUPN,199.0
FOS,TRIM12A,233.0
FOS,METAP1,253.0
FOS,MAU2,164.0
FOS,RPGRIP1L,216.0
FOS,HDGF,184.0
FOS,PPFIA4,172.0
FOS,CTSE,198.0
FOS,CYP20A1,139.0
FOS,ARHGEF39,158.0
FOS,TFEC,214.0
FOS,TBXAS1,170.0
FOS,ASPH,194.0
FOS,UBA5,437.0
FOS,OSTM1,255.0
FOS,GRAMD1A,233.0
FOS,STK10,326.0
FOS,SLC35B4,139.0
FOS,CDCA5,196.0
FOS,AMPD2,221.0
FOS,RAB3IL1,533.0
FOS,PRMT9,289.0
FOS,NDRG1,231.0
FOS,1700017B05RIK,184.0
FOS,FHL1,209.0
FOS,ABL1,280.0
FOS,SLBP,225.0
FOS,RAB44,227.0
FOS,PRCP,162.0
FOS,DDIAS,162.0
FOS,ABCF3,230.0
FOS,UAP1L1,143.0
FOS,LGALS9,192.0
FOS,KCTD12,227.0
FOS,CIPC,401.0
FOS,MED22,189.0
FOS,GNB4,202.0
FOS,VAMP3,168.0
FOS,PCCA,207.0
FOS,FAM110C,517.0
FOS,CASP12,176.0
FOS,BTBD10,226.0
FOS,SAMSN1,139.0
FOS,CD33,160.0
FOS,NEK6,512.0
FOS,ZFP35,194.0
FOS,PPP1R16B,379.0
FOS,LGALS3BP,261.0
FOS,EFTUD2,370.0
FOS,ALAS1,155.0
FOS,RHOH,155.0
FOS,MRPL20,409.0
FOS,RHBDF1,338.0
FOS,CNOT7,119.0
FOS,SNAP47,499.0
FOS,NAP1L3,198.0
FOS,EIF2S1,215.0
FOS,A130010J15RIK,148.0
FOS,ZDHHC6,254.0
FOS,DCAF13,192.0
FOS,NAPG,192.0
FOS,ADK,226.0
FOS,MGST3,229.0
FOS,CAMKK1,200.0
FOS,CUL4A,194.0
FOS,CLIC4,138.0
FOS,MYADM,162.0
FOS,B3GNT5,210.0
FOS,CS,329.0
FOS,NELFB,356.0
FOS,WDR75,165.0
FOS,BATF2,204.0
FOS,ACLY,175.0
FOS,DEPP1,182.0
FOS,NUP107,168.0
FOS,NADK,185.0
FOS,ATAD1,189.0
FOS,PRPS1,152.0
FOS,LDAH,136.0
FOS,TOX4,133.0
FOS,SLC29A1,269.0
FOS,ARAP1,163.0
FOS,OAS2,203.0
FOS,GUCD1,375.0
FOS,ADSSL1,221.0
FOS,PROCR,187.0
FOS,HMBS,187.0
FOS,FES,124.0
FOS,H2-Q6,190.0
FOS,EYA1,178.0
FOS,CLPTM1L,146.0
FOS,BPIFC,168.0
FOS,PSMC4,182.0
FOS,ORC5,202.0
FOS,LCP2,215.0
FOS,USP32,126.0
FOS,ZSCAN12,209.0
FOS,XRCC5,172.0
FOS,LZTR1,132.0
FOS,BLNK,185.0
FOS,MGAT1,166.0
FOS,GBP5,160.0
FOS,ZFP943,288.0
FOS,SIGLECG,243.0
FOS,TRIM16,145.0
FOS,PSMF1,443.0
FOS,ATP1B2,201.0
FOS,KLHL24,216.0
FOS,GEM,154.0
FOS,LANCL2,216.0
FOS,CLEC5A,169.0
FOS,MTR,256.0
FOS,ATP5G3,203.0
FOS,MTCH2,181.0
FOS,IFI213,270.0
FOS,RBSN,359.0
FOS,EMILIN1,166.0
FOS,FIGNL1,164.0
FOS,GUSB,160.0
FOS,COLGALT1,136.0
FOS,SPCS3,210.0
FOS,FAM168B,324.0
FOS,CSF2RB,196.0
FOS,ADAL,127.0
FOS,STAMBPL1,214.0
FOS,NUF2,348.0
FOS,SRSF1,214.0
FOS,NFAT5,190.0
FOS,HMGB3,259.0
FOS,NICN1,252.0
FOS,TMUB2,171.0
FOS,TEX10,315.0
FOS,RGS1,157.0
FOS,NUAK2,265.0
FOS,YOD1,277.0
FOS,CHRNB1,166.0
FOS,GNAI3,273.0
FOS,CPNE8,416.0
FOS,TALDO1,150.0
FOS,RGS18,210.0
FOS,PPM1D,307.0
FOS,ICE2,214.0
FOS,GIMAP6,166.0
FOS,PON2,169.0
FOS,DPP8,180.0
FOS,CAMK2D,153.0
FOS,MAPKAPK3,163.0
FOS,GTF3C3,402.0
FOS,GNG2,160.0
FOS,PKM,397.0
FOS,PDE1B,155.0
FOS,SLC39A6,154.0
FOS,PRPF39,393.0
FOS,NBEAL2,154.0
FOS,FCHSD2,189.0
FOS,MDH2,150.0
FOS,HSPA9,128.0
FOS,LY6E,176.0
FOS,TMEM8,137.0
FOS,NSMAF,166.0
FOS,SP4,165.0
FOS,PHAX,187.0
FOS,ZFP24,125.0
FOS,CYBC1,138.0
FOS,SLC2A3,139.0
FOS,CTSS,133.0
FOS,TTC39B,152.0
FOS,MIEF1,144.0
FOS,C1QBP,149.0
FOS,RPL41,156.0
FOS,NECAP2,204.0
FOS,DYM,134.0
FOS,ENPP4,239.0
FOS,TCN2,368.0
FOS,NARFL,274.0
FOS,METTL25,290.0
FOS,MINPP1,148.0
FOS,THADA,181.0
FOS,STT3B,220.0
FOS,SYNJ1,233.0
FOS,CCNE1,117.0
FOS,DHFR,185.0
FOS,ZFP266,110.0
FOS,RAN,134.0
FOS,ATP6AP1,234.0
FOS,FUCA2,167.0
FOS,TBCD,218.0
FOS,PRPF4,136.0
FOS,LYZ2,167.0
FOS,SLC19A2,165.0
FOS,MYO5A,127.0
FOS,TNFAIP2,176.0
FOS,PPOX,148.0
FOS,FNDC3B,252.0
FOS,ITGAM,181.0
FOS,MLLT3,205.0
FOS,SOCS2,133.0
FOS,ME2,194.0
FOS,NSMF,135.0
FOS,KDM8,267.0
FOS,TIMM50,270.0
FOS,ZFP944,205.0
FOS,MAMDC2,212.0
FOS,FAM102B,118.0
FOS,TMEM273,338.0
FOS,MDN1,197.0
FOS,RPP40,126.0
FOS,TUBA4A,159.0
FOS,PDIA4,153.0
FOS,NOTCH1,171.0
FOS,CKAP2,172.0
FOS,USP10,145.0
FOS,PWP1,160.0
FOS,COPG1,132.0
FOS,UROD,215.0
FOS,PKIA,134.0
FOS,HECTD3,215.0
FOS,LAPTM4B,332.0
FOS,IFI30,190.0
FOS,NDUFV1,121.0
FOS,SRGAP3,125.0
FOS,PECAM1,329.0
FOS,TYK2,227.0
FOS,INTS11,125.0
FOS,CPTP,125.0
FOS,RLF,245.0
FOS,ATPIF1,320.0
FOS,DENND1C,216.0
FOS,LLGL1,316.0
FOS,DOP1B,116.0
FOS,TXNDC5,125.0
FOS,IFNGR1,133.0
FOS,BC005561,131.0
FOS,CDKN1A,227.0
FOS,AHCTF1,118.0
FOS,POGLUT1,309.0
FOS,NCL,129.0
FOS,DOCK10,213.0
FOS,PRKAB1,115.0
FOS,MCPT8,183.0
FOS,UQCRFS1,107.0
FOS,PARVG,176.0
FOS,CCDC137,186.0
FOS,SDHAF2,302.0
FOS,CHAMP1,302.0
FOS,AKNA,169.0
FOS,DEF8,213.0
FOS,CMPK2,159.0
FOS,VDAC2,297.0
FOS,FCHO2,297.0
FOS,RETREG3,168.0
FOS,BYSL,116.0
FOS,SBF2,148.0
FOS,ALKBH8,168.0
FOS,PHF11B,176.0
FOS,PCLAF,149.0
FOS,CD300A,163.0
FOS,IDH1,151.0
FOS,AGPS,148.0
FOS,AK3,287.0
FOS,SDC4,147.0
FOS,MAD2L1,179.0
FOS,SHKBP1,150.0
FOS,CHMP3,200.0
FOS,TMEM186,150.0
FOS,CNOT10,176.0
FOS,CTSH,147.0
FOS,TOPORS,195.0
FOS,CD93,201.0
FOS,TSPAN14,122.0
FOS,EYA2,198.0
FOS,RGS19,173.0
FOS,PSTPIP1,141.0
FOS,STARD10,164.0
FOS,PTDSS1,203.0
FOS,ADSL,187.0
FOS,GBE1,181.0
FOS,CASP9,110.0
FOS,RNF4,138.0
FOS,VPS33B,110.0
FOS,PRDM4,146.0
FOS,HAAO,159.0
FOS,APEH,157.0
FOS,ATP10A,149.0
FOS,ARL8B,145.0
FOS,SERPINA3N,266.0
FOS,MYLK,266.0
FOS,RPTOR,174.0
FOS,CCNG1,136.0
FOS,DCK,150.0
FOS,RAB40B,153.0
FOS,CHST11,154.0
FOS,LPCAT2,159.0
FOS,USP37,132.0
FOS,IL15,166.0
FOS,GCAT,261.0
FOS,INTS8,259.0
FOS,WDR7,166.0
FOS,SHROOM4,258.0
FOS,PSMD9,137.0
FOS,EIF1AD,258.0
FOS,BLVRB,157.0
FOS,CD38,136.0
FOS,TAB1,157.0
FOS,SKAP2,140.0
FOS,LACTB,159.0
FOS,GPR19,155.0
FOS,TRIM47,136.0
FOS,MYO1F,128.0
FOS,RNF139,169.0
FOS,OCLN,154.0
FOS,PF4,125.0
FOS,CDC6,129.0
FOS,G2E3,135.0
FOS,RIN3,127.0
FOS,SMPD1,159.0
FOS,ANAPC2,157.0
FOS,SLC25A46,240.0
FOS,ADGRG3,238.0
FOS,ELP3,132.0
FOS,EIF2B1,130.0
FOS,SAPCD2,236.0
FOS,RPAP1,138.0
FOS,RPA1,144.0
FOS,H2-M3,148.0
FOS,OSBPL1A,127.0
FOS,FCGR2B,141.0
FOS,ENDOD1,152.0
FOS,CCT8,123.0
FOS,XPNPEP1,121.0
FOS,STRN3,119.0
FOS,FRMD6,121.0
FOS,DHX33,232.0
FOS,ANO10,117.0
FOS,EXOC3,122.0
FOS,FAM189B,228.0
FOS,DHX40,122.0
FOS,AAR2,228.0
FOS,BSG,227.0
FOS,PIGQ,226.0
FOS,MAN1A,116.0
FOS,DIAPH2,226.0
FOS,POMGNT1,122.0
FOS,FPGS,142.0
FOS,TUBA1B,223.0
FOS,FCGR3,127.0
FOS,TWSG1,132.0
FOS,PLCG2,123.0
FOS,PSMD5,122.0
FOS,IL17RB,126.0
FOS,IER3,114.0
FOS,PPM1L,118.0
FOS,KDM7A,110.0
FOS,CACYBP,218.0
FOS,AK1,218.0
FOS,UBXN2B,150.0
FOS,FCER1G,216.0
FOS,MTMR1,109.0
FOS,APBB1,215.0
FOS,ZMIZ1,113.0
FOS,MAPK1,109.0
FOS,CDK17,134.0
FOS,9530068E07RIK,148.0
FOS,VDAC1,114.0
FOS,RAP1B,133.0
FOS,GJA1,132.0
FOS,GIMAP5,211.0
FOS,CPT2,124.0
FOS,YIPF6,210.0
FOS,VKORC1L1,128.0
FOS,SUPV3L1,209.0
FOS,CCDC186,209.0
FOS,RNF125,114.0
FOS,NDST2,208.0
FOS,KIDINS220,208.0
FOS,CCR9,208.0
FOS,UQCRC1,126.0
FOS,HID1,207.0
FOS,LRRC8C,112.0
FOS,ADORA2A,205.0
FOS,ACAA2,104.0
FOS,NAA30,105.0
FOS,COX7A2,203.0
FOS,CLN5,103.0
FOS,AP1G2,110.0
FOS,TPM4,135.0
FOS,TMSB4X,201.0
FOS,NMT2,108.0
FOS,UBE2L6,106.0
FOS,TMEM123,112.0
FOS,TMEM109,198.0
FOS,FGFR1OP,114.0
FOS,WDHD1,197.0
FOS,FUT8,197.0
FOS,KLHL22,195.0
FOS,IL1RL1,416.0
FOS,SLC35F6,194.0
FOS,IFIT1,117.0
FOS,FKBP1A,120.0
FOS,H2-DMA,193.0
FOS,IPO9,104.0
FOS,COMT,105.0
FOS,CACFD1,132.0
FOS,POR,101.0
FOS,PGM1,189.0
FOS,DDX1,188.0
FOS,PTP4A3,186.0
FOS,ACCS,186.0
FOS,HIPK3,185.0
FOS,POLR1B,184.0
FOS,NOL9,184.0
FOS,IRF9,184.0
FOS,UGCG,115.0
FOS,SYNRG,183.0
FOS,EDC3,183.0
FOS,GM2A,104.0
FOS,USP14,180.0
FOS,GOLM1,180.0
FOS,ARMC8,180.0
FOS,PLA2G12A,177.0
FOS,NET1,177.0
FOS,GPR107,177.0
FOS,ALDH1A1,176.0
FOS,TOMM22,174.0
FOS,TOR1AIP2,173.0
FOS,NCEH1,173.0
FOS,BTRC,173.0
FOS,PFKM,172.0
FOS,CYTH3,172.0
FOS,RDH11,171.0
FOS,PHETA2,171.0
FOS,CYTH4,171.0
FOS,SMIM5,169.0
FOS,DNM1L,169.0
FOS,PTPN7,168.0
FOS,TMEM68,167.0
FOS,HASPIN,167.0
FOS,ZFP934,164.0
FOS,VPS41,164.0
FOS,RAB7B,164.0
FOS,METTL15,164.0
FOS,ERP29,164.0
FOS,TBL3,163.0
FOS,NAPRT,163.0
FOS,TMEM173,162.0
FOS,DNAJC11,162.0
FOS,NCAPG,161.0
FOS,DCTD,161.0
FOS,ESR1,160.0
FOS,ALDH18A1,160.0
FOS,TLR7,159.0
FOS,TBC1D10C,158.0
FOS,ZFP808,157.0
FOS,VILL,157.0
FOS,CPOX,157.0
FOS,ATL2,157.0
FOS,TNFSF14,155.0
FOS,TUBGCP3,154.0
FOS,LYRM4,154.0
FOS,FAAH,154.0
FOS,EXT2,154.0
FOS,EIF3B,154.0
FOS,CD52,153.0
FOS,BRAT1,152.0
FOS,ZBTB38,151.0
FOS,PANX1,151.0
FOS,SLC6A15,150.0
FOS,LGALS1,150.0
FOS,GPRASP1,150.0
FOS,CTSB,150.0
FOS,SMU1,149.0
FOS,SDC2,149.0
FOS,NDC1,149.0
FOS,SSX2IP,148.0
FOS,RPS27L,148.0
FOS,ANGPT1,148.0
FOS,ADAMTSL5,147.0
FOS,2310057M21RIK,147.0
FOS,SENP8,146.0
FOS,MYCN,146.0
FOS,MFSD10,145.0
FOS,IFI27,145.0
FOS,TMEM206,144.0
FOS,PIP4K2B,144.0
FOS,ATG12,144.0
FOS,AP3S1,144.0
FOS,RUNX2,143.0
FOS,ELP2,142.0
FOS,PLEKHG1,141.0
FOS,LRPAP1,141.0
FOS,NIT1,140.0
FOS,KIF11,140.0
FOS,FAM91A1,140.0
FOS,EEF1E1,139.0
FOS,PLIN2,138.0
FOS,NOC4L,138.0
FOS,ZNRF2,137.0
FOS,NFATC1,137.0
FOS,MCM2,137.0
FOS,TMEM177,136.0
FOS,TCEA2,136.0
FOS,PRKAR2B,135.0
FOS,CSGALNACT2,135.0
FOS,COPG2,135.0
FOS,COG7,135.0
FOS,CD24A,135.0
FOS,ATP7B,135.0
FOS,AP1M1,135.0
FOS,ALG11,135.0
FOS,HACD4,134.0
FOS,CNP,134.0
FOS,TRPS1,133.0
FOS,HEBP1,133.0
FOS,DIS3L2,133.0
FOS,SENP7,131.0
FOS,PNO1,131.0
FOS,GDA,131.0
FOS,SNRPB,130.0
FOS,MIGA2,130.0
FOS,ICAM1,130.0
FOS,CD274,130.0
FOS,C330018D20RIK,129.0
FOS,POLR3F,128.0
FOS,COPB1,127.0
FOS,BACE1,127.0
FOS,NEK1,126.0
FOS,CUL3,126.0
FOS,ATP1B3,126.0
FOS,ADAMTS10,126.0
FOS,SLC35E1,125.0
FOS,PPP1CB,125.0
FOS,SLCO3A1,124.0
FOS,SCRN3,124.0
FOS,RAB32,124.0
FOS,PSMC2,124.0
FOS,LPIN2,124.0
FOS,ITGAL,124.0
FOS,PTGS1,165.0
FOS,TMEM14C,123.0
FOS,ANLN,123.0
FOS,R3HCC1L,122.0
FOS,EIF3G,122.0
FOS,ZFP397,121.0
FOS,LPCAT3,120.0
FOS,DOCK2,120.0
FOS,SVIP,119.0
FOS,RAB11FIP3,119.0
FOS,SLFN8,118.0
FOS,SLC39A8,118.0
FOS,KLRD1,118.0
FOS,FAM160B2,118.0
FOS,API5,118.0
FOS,MCM7,117.0
FOS,FLNB,116.0
FOS,PAQR9,115.0
FOS,OTUD6B,115.0
FOS,IL18BP,115.0
FOS,DDX31,115.0
FOS,VAV1,114.0
FOS,USP20,114.0
FOS,KLHL12,114.0
FOS,DDX11,114.0
FOS,ODC1,431.0
FOS,VAMP5,113.0
FOS,RHOT1,113.0
FOS,ALS2CL,113.0
FOS,RPS6KC1,112.0
FOS,RANBP6,112.0
FOS,MFGE8,112.0
FOS,DHX32,112.0
FOS,CALCRL,112.0
FOS,ZFP445,111.0
FOS,TREM3,111.0
FOS,SNAP23,111.0
FOS,INO80D,111.0
FOS,WSB1,110.0
FOS,USP25,110.0
FOS,SSTR2,110.0
FOS,SLC19A1,110.0
FOS,PRC1,110.0
FOS,FNTA,110.0
FOS,FASTKD2,110.0
FOS,FAM45A,110.0
FOS,ST6GALNAC3,109.0
FOS,SMAD2,109.0
FOS,RBM11,109.0
FOS,POMK,109.0
FOS,CD81,109.0
FOS,ARFGEF2,108.0
FOS,RNF115,107.0
FOS,PLK1,107.0
FOS,PITPNB,107.0
FOS,PIP4K2A,107.0
FOS,MCTP1,107.0
FOS,ENG,107.0
FOS,AFG3L2,107.0
FOS,TRIM39,106.0
FOS,SLPI,106.0
FOS,PSME4,106.0
FOS,NSUN3,106.0
FOS,MTUS1,106.0
FOS,IPO13,106.0
FOS,H2-OB,106.0
FOS,RUSC2,105.0
FOS,PRELID3B,105.0
FOS,CD74,105.0
FOS,AP1S2,105.0
FOS,XRCC2,104.0
FOS,SPTLC1,104.0
FOS,RFC5,104.0
FOS,RABGGTB,104.0
FOS,CYC1,104.0
FOS,IGTP,103.0
FOS,GOLPH3,103.0
FOS,GARS,103.0
FOS,SFT2D3,102.0
FOS,EAF1,102.0
FOS,AHCYL1,102.0
FOS,TTLL12,101.0
FOS,PIK3R2,101.0
FOS,CNN3,101.0
FOS,SSH3,189.0
FOS,IL12A,901.0
FOS,MYC,494.0
FOS,CCND3,384.0
FOS,CDKN1C,167.0
FOXO1,TXNIP,1386.0
FOXO1,GPR19,1099.0
FOXO1,PCMTD2,1081.0
FOXO1,JMY,1242.0
FOXO1,STAG2,915.0
FOXO1,POT1A,956.0
FOXO1,DHX40,1065.0
FOXO1,YPEL3,692.0
FOXO1,CCNE2,871.0
FOXO1,NADK,955.0
FOXO1,LTB,678.0
FOXO1,COQ8A,784.0
FOXO1,NDOR1,822.0
FOXO1,RMND5A,829.0
FOXO1,RNF38,921.0
FOXO1,NUF2,740.0
FOXO1,RORA,751.0
FOXO1,TCP11L2,508.0
FOXO1,MAML3,510.0
FOXO1,CRBN,864.0
FOXO1,NFAT5,594.0
FOXO1,CACFD1,686.0
FOXO1,TOR1AIP2,580.0
FOXO1,TRIM23,495.0
FOXO1,SLC39A10,468.0
FOXO1,FCHO2,648.0
FOXO1,RNF145,562.0
FOXO1,CCND3,576.0
FOXO1,DCAF11,459.0
FOXO1,TM9SF2,578.0
FOXO1,HERC4,484.0
FOXO1,MAU2,509.0
FOXO1,HJURP,410.0
FOXO1,GMCL1,437.0
FOXO1,CREBRF,271.0
FOXO1,POLA2,514.0
FOXO1,ANKRD44,553.0
FOXO1,VPS26B,430.0
FOXO1,NARFL,286.0
FOXO1,LIMD2,474.0
FOXO1,NDRG3,275.0
FOXO1,EIF3A,406.0
FOXO1,THA1,586.0
FOXO1,RBM33,485.0
FOXO1,INTS13,464.0
FOXO1,BCAS3,300.0
FOXO1,ACSS1,383.0
FOXO1,COG6,434.0
FOXO1,CLCN4,377.0
FOXO1,MTURN,498.0
FOXO1,CENPA,304.0
FOXO1,RAD21,319.0
FOXO1,IL4RA,471.0
FOXO1,ERP29,335.0
FOXO1,ALAS1,364.0
FOXO1,CENPK,324.0
FOXO1,OASL1,276.0
FOXO1,SPPL2B,333.0
FOXO1,KPNA1,392.0
FOXO1,NAA50,337.0
FOXO1,DHFR,318.0
FOXO1,KLHL24,326.0
FOXO1,SCRN3,298.0
FOXO1,CNOT10,431.0
FOXO1,CARD6,330.0
FOXO1,ST8SIA4,459.0
FOXO1,PHF8,221.0
FOXO1,WDSUB1,371.0
FOXO1,PPP1R15A,205.0
FOXO1,ABTB1,315.0
FOXO1,FASTKD3,307.0
FOXO1,TXNL1,304.0
FOXO1,SP4,242.0
FOXO1,MBTPS1,256.0
FOXO1,TMEM71,305.0
FOXO1,ECT2,338.0
FOXO1,TEX10,266.0
FOXO1,CHP1,318.0
FOXO1,VKORC1L1,226.0
FOXO1,ASB8,283.0
FOXO1,TRIB2,227.0
FOXO1,SDHA,244.0
FOXO1,RBSN,232.0
FOXO1,MCM7,302.0
FOXO1,PLAA,480.0
FOXO1,ATP1B3,345.0
FOXO1,FGFR1OP,241.0
FOXO1,ARL6IP6,173.0
FOXO1,RPS6KA5,204.0
FOXO1,TBC1D15,221.0
FOXO1,SLC39A13,199.0
FOXO1,SESN1,238.0
FOXO1,NSUN2,211.0
FOXO1,SPTY2D1,202.0
FOXO1,KNL1,229.0
FOXO1,PITPNB,232.0
FOXO1,SELENOP,314.0
FOXO1,SGO1,236.0
FOXO1,ZHX1,293.0
FOXO1,OTUD4,343.0
FOXO1,ADO,207.0
FOXO1,CEP70,236.0
FOXO1,ARMT1,185.0
FOXO1,H2AFX,247.0
FOXO1,NDRG2,186.0
FOXO1,DHX35,216.0
FOXO1,HSP90AA1,197.0
FOXO1,ACSS2,213.0
FOXO1,SNAP23,213.0
FOXO1,RFESD,145.0
FOXO1,RETREG2,164.0
FOXO1,NDC80,136.0
FOXO1,CBFB,267.0
FOXO1,SEC23A,207.0
FOXO1,CCNG2,164.0
FOXO1,SRSF1,186.0
FOXO1,STK17B,179.0
FOXO1,REXO2,312.0
FOXO1,PGM2L1,167.0
FOXO1,PICALM,255.0
FOXO1,USP22,345.0
FOXO1,TMEM206,185.0
FOXO1,WDR73,146.0
FOXO1,SSH2,274.0
FOXO1,LONP2,177.0
FOXO1,CCDC93,248.0
FOXO1,BSG,183.0
FOXO1,CDCA3,414.0
FOXO1,RGS1,181.0
FOXO1,RAB18,152.0
FOXO1,9430015G10RIK,390.0
FOXO1,DNAJC11,160.0
FOXO1,CYP20A1,136.0
FOXO1,MSH6,236.0
FOXO1,NFKBIA,183.0
FOXO1,CHORDC1,140.0
FOXO1,HAGH,141.0
FOXO1,SLC25A45,230.0
FOXO1,MFN2,378.0
FOXO1,IL21R,248.0
FOXO1,STK25,370.0
FOXO1,BTRC,363.0
FOXO1,RGS2,280.0
FOXO1,GRIA3,201.0
FOXO1,TMEM147,193.0
FOXO1,RDH10,354.0
FOXO1,RCC1,213.0
FOXO1,MTCH2,127.0
FOXO1,D230025D16RIK,124.0
FOXO1,TMEM43,336.0
FOXO1,DHX33,332.0
FOXO1,DEK,184.0
FOXO1,HIST1H2BC,241.0
FOXO1,PSMC4,187.0
FOXO1,NDC1,323.0
FOXO1,CTSE,172.0
FOXO1,STAM,227.0
FOXO1,NDRG1,128.0
FOXO1,B230219D22RIK,189.0
FOXO1,FMO5,192.0
FOXO1,TXNDC11,196.0
FOXO1,RPGRIP1L,314.0
FOXO1,CSTF1,194.0
FOXO1,AURKA,194.0
FOXO1,ZSCAN22,310.0
FOXO1,LIG1,310.0
FOXO1,IFT140,171.0
FOXO1,DNPEP,205.0
FOXO1,MORC3,170.0
FOXO1,PPOX,304.0
FOXO1,NCAPG2,186.0
FOXO1,USP48,301.0
FOXO1,NRF1,195.0
FOXO1,RAN,177.0
FOXO1,PAG1,177.0
FOXO1,ARHGAP12,299.0
FOXO1,CTPS,157.0
FOXO1,MYNN,292.0
FOXO1,SNN,181.0
FOXO1,CAMSAP2,171.0
FOXO1,NPRL3,284.0
FOXO1,XRCC6,177.0
FOXO1,ZFP260,281.0
FOXO1,IPO13,280.0
FOXO1,GARS,158.0
FOXO1,ABCF3,143.0
FOXO1,PIK3IP1,168.0
FOXO1,PSEN2,116.0
FOXO1,APPL2,273.0
FOXO1,ABCB8,273.0
FOXO1,USP10,170.0
FOXO1,ADK,161.0
FOXO1,WDHD1,142.0
FOXO1,CASP3,270.0
FOXO1,EIF2B1,152.0
FOXO1,TMEM123,267.0
FOXO1,FBXW11,267.0
FOXO1,NCLN,266.0
FOXO1,USP37,150.0
FOXO1,HDAC7,265.0
FOXO1,PPAT,132.0
FOXO1,LAG3,168.0
FOXO1,TIMM29,116.0
FOXO1,E2F6,130.0
FOXO1,NUDCD1,256.0
FOXO1,MRM1,151.0
FOXO1,PAFAH2,252.0
FOXO1,NAA30,248.0
FOXO1,PPIL4,140.0
FOXO1,PPA1,128.0
FOXO1,PKM,157.0
FOXO1,ABCC5,246.0
FOXO1,PDE4B,132.0
FOXO1,CCNE1,140.0
FOXO1,SEH1L,140.0
FOXO1,FUT8,154.0
FOXO1,ZFP639,143.0
FOXO1,MCM4,149.0
FOXO1,ABCE1,123.0
FOXO1,TMEM38A,161.0
FOXO1,UNK,143.0
FOXO1,HSPA4L,234.0
FOXO1,ZRANB1,134.0
FOXO1,RABIF,120.0
FOXO1,FBXL4,120.0
FOXO1,SMIM13,128.0
FOXO1,HSP90B1,226.0
FOXO1,NUDT9,126.0
FOXO1,MFSD8,117.0
FOXO1,SERP1,146.0
FOXO1,KIF2C,224.0
FOXO1,COA5,130.0
FOXO1,CALCRL,221.0
FOXO1,ANAPC2,119.0
FOXO1,MAPK1,112.0
FOXO1,FAM214A,150.0
FOXO1,DDOST,131.0
FOXO1,POLR1B,214.0
FOXO1,PACS1,112.0
FOXO1,INPP5B,214.0
FOXO1,NFXL1,213.0
FOXO1,KDM7A,139.0
FOXO1,TMEM229B,209.0
FOXO1,JARID2,208.0
FOXO1,PLEKHG1,207.0
FOXO1,CUL4A,111.0
FOXO1,SLC35B4,206.0
FOXO1,RANGAP1,206.0
FOXO1,GMNN,206.0
FOXO1,EIF2S1,206.0
FOXO1,CNST,114.0
FOXO1,CDC45,205.0
FOXO1,ZFP74,204.0
FOXO1,HDGF,114.0
FOXO1,TNPO1,111.0
FOXO1,RETREG3,135.0
FOXO1,NDUFV1,202.0
FOXO1,RPA1,123.0
FOXO1,MTHFD1,106.0
FOXO1,FKBP1A,197.0
FOXO1,HSPH1,195.0
