Gene1,Gene2
KLF4,FBLIM1
KLF4,ECPAS
KLF4,TMSB4X
KLF4,SPP1
KLF4,HIST1H2BN
KLF4,HIST1H2AK
KLF4,FOXQ1
KLF4,SELENOW
KLF4,WNK2
KLF4,GDPD5
KLF4,SENP3
KLF4,AAK1
KLF4,MRAS
KLF4,ZFP644
KLF4,ZSCAN10
KLF4,RBM47
KLF4,PLOD3
KLF4,FGFR3
KLF4,AHSA1
KLF4,LEFTY1
KLF4,RAB34
KLF4,HSP90B1
KLF4,UBE2E1
KLF4,SLCO3A1
KLF4,ABHD16A
KLF4,ADGRE5
KLF4,IFI30
KLF4,HIST1H2BL
KLF4,HIST1H2AI
KLF4,RPN1
KLF4,ADAM23
KLF4,TRAM1
KLF4,EGFLAM
KLF4,MYBBP1A
KLF4,ARHGAP32
KLF4,ZFP985
KLF4,TCL1
KLF4,POU5F1
KLF4,UBTF
KLF4,BTG2
KLF4,ARHGAP21
KLF4,LIFR
KLF4,GNG2
KLF4,NPL
KLF4,MKRN1
KLF4,ISYNA1
KLF4,ARHGEF2
KLF4,MCAM
KLF4,RRP9
KLF4,RRP1B
KLF4,GLO1
KLF4,TCN2
KLF4,HOOK1
KLF4,NRF1
KLF4,SPNS2
KLF4,ILDR1
KLF4,RPP25
KLF4,SORL1
KLF4,ACTG1
KLF4,GNAI2
KLF4,MDK
KLF4,VEGFA
KLF4,EFNA4
KLF4,COL18A1
KLF4,LRP2
KLF4,CAMSAP3
KLF4,GFPT2
KLF4,KRT19
KLF4,SERPINB6C
KLF4,F2R
KLF4,TSEN2
KLF4,CAR2
KLF4,LAMB1
KLF4,DNMT3A
KLF4,SMIM1
KLF4,ESRP2
KLF4,ADGRA2
KLF4,PPIC
KLF4,FOXH1
KLF4,STARD10
KLF4,PTPN6
KLF4,RAP1GAP
KLF4,NODAL
KLF4,DDAH1
KLF4,FKBP11
KLF4,IFITM1
KLF4,HIST1H3G
KLF4,CENPV
KLF4,PTH1R
KLF4,EPHA4
KLF4,KCNQ5
KLF4,TYRO3
KLF4,MPP1
KLF4,TM7SF3
KLF4,BASP1
KLF4,MYO18A
KLF4,GAS6
KLF4,AHDC1
KLF4,ST6GALNAC2
KLF4,TIMP3
KLF4,CALCOCO2
KLF4,DPPA2
KLF4,PARVB
KLF4,ATP1B1
KLF4,WFDC2
KLF4,LPCAT4
KLF4,GSTA4
KLF4,PGA5
KLF4,RPS6KA1
KLF4,CKMT1
KLF4,HIST1H2AF
KLF4,BEX3
KLF4,RASGRP2
KLF4,SLC25A5
KLF4,SIDT2
KLF4,GALNT3
KLF4,EGR1
KLF4,QSOX1
KLF4,EHD1
KLF4,TET2
KLF4,PCBD1
KLF4,LRRN4
KLF4,TNS3
KLF4,RRAGD
KLF4,SLC5A11
KLF4,APOE
KLF4,HSD17B14
KLF4,MPZL2
KLF4,WNT11
KLF4,RNF157
KLF4,SEPT1
KLF4,JAM2
KLF4,LAPTM5
MPHOSPH8,HIST1H2AC
MPHOSPH8,ACTG1
MPHOSPH8,STAG3
MPHOSPH8,SFI1
MPHOSPH8,HIST1H1D
MPHOSPH8,HIST1H3H
MPHOSPH8,HIST1H2BR
MPHOSPH8,HIST1H2BK
MPHOSPH8,HIST1H4K
MPHOSPH8,HIST1H1B
MPHOSPH8,HIST1H3G
MPHOSPH8,HIST1H2BN
MPHOSPH8,HIST1H2AK
MPHOSPH8,RETREG2
MPHOSPH8,CNPPD1
MPHOSPH8,HIST1H2BF
MPHOSPH8,HIST1H2BL
MPHOSPH8,HIST1H2AI
MPHOSPH8,HIST1H2AB
MPHOSPH8,HIST1H1A
MPHOSPH8,PPP2R5A
MPHOSPH8,H2AFX
MPHOSPH8,H1F0
MPHOSPH8,SOX2
MPHOSPH8,HIST1H2AG
MPHOSPH8,RYBP
MPHOSPH8,DST
MPHOSPH8,ATF4
MPHOSPH8,IGF2R
MPHOSPH8,MGA
MPHOSPH8,EIF4A2
MPHOSPH8,IER2
MPHOSPH8,DDAH1
MPHOSPH8,PFN1
MPHOSPH8,ECPAS
MPHOSPH8,CRTAP
MPHOSPH8,LRRC58
MPHOSPH8,ZBTB44
MPHOSPH8,SLC38A2
MPHOSPH8,HIST1H2AF
MPHOSPH8,TRIM28
MPHOSPH8,DPY30
MPHOSPH8,NCL
MPHOSPH8,HMGN2
MPHOSPH8,PDIA5
MPHOSPH8,ASPH
MPHOSPH8,ODC1
MPHOSPH8,QDPR
MPHOSPH8,SEC24D
MPHOSPH8,NUCKS1
MPHOSPH8,NR0B1
MPHOSPH8,MAT2A
MPHOSPH8,GALNT2
MPHOSPH8,UHRF2
MPHOSPH8,AMDHD2
MPHOSPH8,ARFGEF1
MPHOSPH8,SLC3A2
MPHOSPH8,HSPE1
MPHOSPH8,HSPD1
MPHOSPH8,DBR1
MPHOSPH8,MARCH8
MPHOSPH8,ASXL1
MPHOSPH8,MFSD1
MPHOSPH8,CCN2
MPHOSPH8,ATP11B
MPHOSPH8,SLC4A2
MPHOSPH8,TPM1
MPHOSPH8,SLC44A1
MPHOSPH8,GLS
MPHOSPH8,SLC39A13
MPHOSPH8,REV1
MPHOSPH8,RPP25
MPHOSPH8,RRN3
MPHOSPH8,UBC
MPHOSPH8,MTF2
MPHOSPH8,TCF15
MPHOSPH8,MAN1A2
MPHOSPH8,LAMP1
MTF2,USP7
MTF2,SFI1
MTF2,TRIM2
MTF2,BMI1
MTF2,FGFR3
MTF2,HTRA1
MTF2,LRRK1
MTF2,ESRRB
MTF2,SLCO3A1
MTF2,IHH
MTF2,LATS2
MTF2,GRB10
MTF2,WNK2
MTF2,WNT11
MTF2,KCNQ5
MTF2,NEFL
MTF2,SLC39A8
MTF2,CYP26A1
MTF2,PTH1R
MTF2,TPM1
MTF2,GALNT3
MTF2,CCSER1
MTF2,CACHD1
MTF2,TGFBR3
MTF2,PPM1L
MTF2,P3H2
MTF2,COL27A1
MTF2,CRTC3
MTF2,BMPER
MTF2,SERPINE2
MTF2,GNAS
MTF2,FST
MTF2,ADGRA2
MTF2,ADORA1
MTF2,FOXA2
MTF2,ANKRD33B
MTF2,FRMD4A
MTF2,SOX7
MTF2,FGF3
MTF2,FOXQ1
MTF2,CLMP
MTF2,SPOCK1
MTF2,NRG2
MTF2,ZFPM1
MTF2,LRRC8C
MTF2,FHDC1
MTF2,CITED1
MTF2,NSMAF
MTF2,MAN1A
MTF2,STXBP5
MTF2,PDGFRA
MTF2,CNPPD1
MTF2,L3MBTL3
MTF2,BMP2
MTF2,MPDZ
MTF2,IGF2
MTF2,KCNK1
MTF2,HOPX
MTF2,COBLL1
MTF2,MYO5B
MTF2,P4HA2
MTF2,CDH6
MTF2,RETREG2
MTF2,PIK3AP1
MTF2,SYNE2
MTF2,CPD
MTF2,APP
MTF2,PARVA
MTF2,GREB1L
MTF2,PSD4
MTF2,RAMP2
MTF2,ECPAS
MTF2,ANK
MTF2,DKK1
MTF2,SNX7
MTF2,IGF2R
MTF2,ST3GAL6
MTF2,CPM
MTF2,ZBTB10
MTF2,RTN1
MTF2,RAP1GAP
MTF2,LIMCH1
MTF2,ARHGEF28
MTF2,COL4A2
MTF2,COL4A1
MTF2,CDC42EP1
MTF2,SPNS2
MTF2,EGFLAM
MTF2,DDAH1
MTF2,SIX1
MTF2,PPP2R5A
MTF2,GAS6
MTF2,FNDC4
MTF2,LAD1
MTF2,KHDC3
MTF2,CHST15
MTF2,DPP4
MTF2,MAP3K5
MTF2,PLK2
MTF2,ID3
MTF2,RRAGD
MTF2,CPEB2
MTF2,DPYSL3
MTF2,PODXL
MTF2,CAMK2D
MTF2,MSC
MTF2,TNS1
MTF2,LYN
MTF2,LAMB1
MTF2,DTX1
MTF2,ABHD5
MTF2,AMFR
MTF2,HS3ST1
MTF2,CTDSPL
MTF2,HMGA2
MTF2,ELAVL2
MTF2,ARFGEF1
MTF2,ARHGAP29
MTF2,TIMP2
MTF2,HNF1B
MTF2,PDE4DIP
MTF2,RFXAP
MTF2,DSP
MTF2,ME1
MTF2,CHN2
MTF2,FAM114A1
MTF2,GSN
MTF2,DRAM1
MTF2,GADD45G
MTF2,KLHL22
MTF2,PXDN
MTF2,CAR4
MTF2,PTPN14
MTF2,DST
MTF2,SETD7
MTF2,GDPD5
MTF2,SMYD2
MTF2,UBE2E1
MTF2,PALLD
MTF2,MICAL2
MTF2,WLS
MTF2,LTBR
MTF2,HSPB1
MTF2,RUSC2
MTF2,SH3PXD2B
MTF2,NAV1
MTF2,MAPKAPK2
MTF2,STARD10
MTF2,ETS1
MTF2,NRG1
MTF2,TGFBI
MTF2,LIPG
MTF2,MORC4
MTF2,MAPRE2
MTF2,EML1
MTF2,TIMP3
MTF2,LRP2
MTF2,THBD
MTF2,GATA4
MTF2,SELENOI
MTF2,GLDC
MTF2,SMARCA2
MTF2,RBMS1
MTF2,EIF4G3
MTF2,SATB2
MTF2,ZYX
MTF2,STC2
MTF2,PHLDB2
MTF2,GNG10
MTF2,DAB2
MTF2,SFRP1
MTF2,SOX17
MTF2,FGFR4
MTF2,GHR
MTF2,TENM4
MTF2,ADGRA3
MTF2,PANX1
MTF2,FAM107B
MTF2,ITGA9
MTF2,EPHA4
MTF2,GRIN1
MTF2,CCND2
MTF2,EPS8
MTF2,UHRF2
MTF2,SEPT9
MTF2,ELF2
MTF2,SEMA6A
MTF2,GPRC5C
MTF2,NLGN2
MTF2,HPCAL1
MTF2,ARHGEF5
MTF2,SGK1
MTF2,RNF157
MTF2,FGF10
MTF2,LAMC2
MTF2,RPL10L
MTF2,PEG10
MTF2,PCDH19
MTF2,MFSD1
MTF2,CEMIP
MTF2,QSOX1
MTF2,BAG2
MTF2,RREB1
MTF2,MVB12B
MTF2,FURIN
MTF2,IMPDH1
MTF2,MYL4
MTF2,EGR1
MTF2,NOTUM
MTF2,MAN1A2
MTF2,ATG16L2
MTF2,MRAS
MTF2,HIPK2
MTF2,SNAI1
MTF2,DPY30
MTF2,APOBEC3
MTF2,FKBP1A
MTF2,CHD7
MTF2,LAPTM4B
MTF2,SRI
MTF2,CAR2
MTF2,USP3
MTF2,VARS
MTF2,DAP
MTF2,CLCN5
MTF2,ADAM15
MTF2,ARHGEF40
MTF2,COMMD3
MTF2,VIM
MTF2,EPAS1
MTF2,DCAF12L1
MTF2,UBE2H
MTF2,TBX3
MTF2,MT2
MTF2,PCSK6
MTF2,ARAP2
MTF2,B2M
MTF2,NDRG1
MTF2,ECHDC2
MTF2,SFMBT2
MTF2,OBSL1
MYC,NCL
MYC,RPL5
MYC,ALDH18A1
MYC,SNX5
MYC,RPL12
MYC,ASNS
MYC,TRMT2A
MYC,SLC16A6
MYC,SFI1
MYC,1700019D03RIK
MYC,RIF1
MYC,TERF1
MYC,STK38
MYC,POU5F1
NANOG,RHPN2
NANOG,UPP1
NANOG,1700019D03RIK
NANOG,SNX10
NANOG,SPP1
NANOG,STK38
NANOG,RIF1
NANOG,MTF2
NANOG,POU5F1
NANOG,SLC39A14
NANOG,FBXO15
NANOG,RBPJ
NANOG,ITGA9
NANOG,PLEKHF2
NANOG,IL33
NANOG,ABCG2
NANOG,SLC25A1
NANOG,CST3
NANOG,SLC7A3
NANOG,DHX32
NANOG,GADD45G
NANOG,ETV1
NANOG,UHRF2
NANOG,2410141K09RIK
NANOG,MSH6
NANOG,MME
NANOG,NUCKS1
NANOG,MLLT6
NANOG,PHC1
NANOG,DMTN
NANOG,KMT2C
NANOG,RAC1
NANOG,TERF1
NANOG,LIMA1
NANOG,PATJ
NANOG,SLC12A4
NANOG,TMEM150A
NANOG,AGTRAP
NANOG,ARHGAP28
NANOG,SMS
NANOG,CENPV
NANOG,SET
NANOG,ETNK1
NANOG,CLPB
NANOG,NR5A2
NANOG,LRRN4
NANOG,ASNS
NANOG,ADGRA2
NANOG,PVR
NANOG,KDM3A
NANOG,ADAM19
NANOG,BCAT1
NANOG,DENND2C
NANOG,TEX264
NANOG,BMP4
NANOG,TSPAN9
NANOG,LAPTM4B
NANOG,MYMX
NANOG,ZSCAN10
NANOG,ZFP42
NANOG,TBRG1
NANOG,MKRN1
NANOG,DPPA2
NANOG,SFI1
NANOG,GSTA4
NANOG,CCND3
NANOG,PLAUR
NANOG,SELENOS
NANOG,TXNDC5
NANOG,GTF2I
NANOG,LDB1
NANOG,MTUS1
NANOG,CHD7
NANOG,GJB3
NANOG,LRPAP1
NANOG,SINHCAF
NANOG,CLTC
NANOG,DCAF12L1
NANOG,ASXL1
NANOG,SHROOM3
NANOG,ACP6
NANOG,AMT
NANOG,SWT1
NANOG,TCEA3
NANOG,H2AFZ
NANOG,EIF2S2
NANOG,GJA1
NANOG,HOOK1
NANOG,LAMC1
NANOG,TUBB4B
NANOG,PDK1
NANOG,TIMM23
NANOG,IFITM1
NANOG,SOX2
NANOG,FBXO22
NANOG,NEFL
NANOG,SLC25A12
NANOG,REST
NANOG,PIPOX
NANOG,TRIM24
NANOG,LMBRD1
NANOG,TMSB4X
NANOG,PIM1
NANOG,WWTR1
NANOG,4930402H24RIK
NANOG,RANGAP1
NANOG,ICAM1
NANOG,FIGNL1
NANOG,ALG13
NANOG,HMCES
NANOG,ACTL6A
NANOG,SUN1
NANOG,MSANTD3
NANOG,RBM47
NANOG,TFRC
NANOG,MAGT1
NANOG,HIST1H2BR
NANOG,LAMB2
NANOG,ZFP532
NANOG,PLSCR1
NANOG,TFG
NANOG,ZFP568
NANOG,STMN1
NANOG,HIST1H4K
NANOG,KAT2B
NANOG,JMJD1C
NANOG,CDKN1A
NANOG,TM7SF3
NANOG,ANXA4
NANOG,GRK6
NANOG,DDIT3
NANOG,FAM169A
NANOG,PLTP
NANOG,LAMB1
NANOG,TUBB3
NANOG,MSMO1
NANOG,ASF1B
NANOG,PRPS1
NANOG,MT1
NANOG,ELOVL6
NANOG,MAT2A
NANOG,TCF7L2
NANOG,RPN2
NANOG,TXNIP
NANOG,PEG10
NANOG,TPD52
NANOG,SREBF1
NANOG,TEAD1
NANOG,TBX3
NANOG,KDM5B
NANOG,SPRYD3
NANOG,SUCLG2
NANOG,ST5
NANOG,ORC2
NANOG,NFXL1
NANOG,NAT10
NANOG,TUBB2B
NANOG,RTN4
NANOG,ANP32B
NANOG,PSMB3
NANOG,PKM
NANOG,TBC1D13
NANOG,MYLPF
NANOG,TTLL4
NANOG,SOCS2
NANOG,WDR45
NANOG,KCTD9
NANOG,CDCA2
NANOG,C2CD5
NANOG,TRAM1
NANOG,RLIM
NANOG,NSMAF
NANOG,SNX1
NANOG,FBP2
NANOG,USP10
NANOG,RCN1
NANOG,MCM3
NANOG,CDCA7
NANOG,MANF
NANOG,CALU
NANOG,CALD1
NANOG,APOE
NANOG,WASHC2
NANOG,TAX1BP3
NANOG,SERBP1
NANOG,SNURF
NANOG,SNRPN
NANOG,CPD
NANOG,ZFP644
NANOG,NFATC2IP
NANOG,NASP
NANOG,SNAP23
NANOG,ATP6V0D1
NANOG,MORF4L2
NANOG,RASSF1
NANOG,NOTCH4
NANOG,B230307C23RIK
NANOG,CCN2
NANOG,AHCYL2
NANOG,GPN3
NANOG,SLC6A8
NANOG,MAT2B
NANOG,SPRY4
NANOG,SFRP1
NANOG,GOT1
NANOG,ZBTB38
NANOG,MRPL42
NANOG,SDCBP
NANOG,APEX1
NANOG,HSPB1
NANOG,RAB34
NANOG,DTL
NANOG,TRIM6
NANOG,TMEM39A
NANOG,H2AFV
NANOG,ISY1
NANOG,BANP
NANOG,HIKESHI
NANOG,CDC16
NANOG,SLC25A40
NANOG,DBF4
NANOG,PDIA6
NANOG,BOP1
NANOG,SERPING1
NANOG,CBL
NANOG,SNX27
NANOG,NID2
NANOG,ING3
NANOG,PYCR2
NANOG,SGK1
NANOG,FAM107B
NANOG,SERPINE2
NANOG,ETV5
NANOG,TCF12
NANOG,RUSC2
NANOG,UHRF1
NANOG,SDC4
NANOG,CHCHD7
NANOG,HIST1H2AC
NANOG,ME1
NANOG,HYOU1
NANOG,SLC2A3
NANOG,IFRD2
NANOG,EXOC4
NANOG,RPA2
NANOG,PLOD1
NANOG,DPP4
NANOG,AMOTL2
NANOG,MFSD11
NANOG,TTC39B
NANOG,DUSP6
NANOG,BCAR3
NANOG,ID2
NANOG,HIP1
NANOG,MAGI1
NANOG,HIST1H2AG
NANOG,GLUL
NANOG,PTBP3
NANOG,SMAD7
NANOG,BRCA2
NANOG,SHMT1
NANOG,TRIM59
NANOG,ELAVL2
NANOG,MGA
NANOG,RPN1
NANOG,ULK1
NANOG,STT3A
NANOG,GLS
NANOG,NF2
NANOG,ANP32E
NANOG,FDPS
NANOG,DDOST
NANOG,NEDD4
NANOG,PTPN4
NANOG,LMF2
NANOG,PREB
NANOG,MDK
NANOG,TUBA1B
NANOG,EXT2
NANOG,DPY30
NANOG,MRPS10
NANOG,TGFBR3
NANOG,PHIP
NANOG,NFU1
NANOG,HMGCS1
NANOG,CTNNAL1
NANOG,REV1
NANOG,DHCR7
NANOG,RPL14
NANOG,GNS
NANOG,UBA2
NANOG,FRMD4A
NANOG,FERMT2
NANOG,G3BP2
NANOG,INTS13
NANOG,FBRSL1
NANOG,ATP6V0A1
NANOG,ZFP710
NANOG,SLC25A36
NANOG,TGIF1
NANOG,TOP2A
NANOG,PTPN14
NANOG,SERPINB6C
NANOG,AMDHD2
NANOG,NUP93
NANOG,ETV6
NANOG,SNRPA1
NANOG,HSPA8
NANOG,RRN3
NANOG,TIMELESS
NANOG,KNL1
NANOG,REXO5
NANOG,HIST1H2BN
NANOG,HIST1H2AK
NANOG,FKBP4
NANOG,PHB
NANOG,GSR
NANOG,HIST1H3H
NANOG,RIMKLB
NANOG,IDI1
NANOG,NLGN2
NANOG,ASAH1
NANOG,SPRY2
NANOG,RPL3
NANOG,BCAM
NANOG,JARID2
NANOG,PIR
NANOG,WLS
NANOG,B4GALT1
NANOG,PTP4A1
NANOG,SLC3A2
NANOG,TRIM2
NANOG,TMEM256
NANOG,MROH1
NANOG,DEGS1
NANOG,GNG5
NANOG,B3GNT5
NANOG,SLC39A13
NANOG,PLEKHA7
NANOG,ARHGEF2
NANOG,SPINT1
NANOG,PCNA
NANOG,KPNA2
NANOG,CDS2
NANOG,SLC6A6
NANOG,SEL1L
NANOG,RHPN1
NANOG,PSAP
NANOG,ALDH9A1
NANOG,CPNE1
NANOG,BNIP3
NANOG,TMED9
NANOG,PFAS
NANOG,TXNDC11
NANOG,ABHD4
NANOG,ARF1
NANOG,SLC25A5
NANOG,CEP85
NANOG,MPHOSPH8
NANOG,FLRT3
NANOG,MFSD1
NANOG,LGMN
NANOG,TDH
NANOG,SPC25
NANOG,UBALD2
NANOG,SYNE2
NANOG,KLF6
NANOG,IRF2BPL
NANOG,PDLIM1
NANOG,ZFP936
NANOG,CCT7
NANOG,INSIG1
NANOG,TPX2
NANOG,USP28
NANOG,SHCBP1
NANOG,LYAR
NANOG,CTH
NANOG,MRPS18B
NANOG,TDGF1
NANOG,ASPSCR1
NANOG,UQCRQ
NANOG,RTN3
NANOG,MCOLN1
NANOG,COPG1
NANOG,ERP44
NANOG,FKBP5
NANOG,MARCH8
NANOG,CLCN5
NANOG,TRMT2A
NANOG,ATP5G1
NANOG,OPLAH
NANOG,AGK
NANOG,HDLBP
NANOG,KAT6B
NANOG,TNK1
NANOG,MYL4
NANOG,SPTSSA
NANOG,CSRP2
NANOG,MARC2
NANOG,ARPC2
NANOG,ABCC1
NANOG,NCLN
NANOG,SLC16A6
NANOG,NCL
NANOG,CC2D1B
NANOG,STARD4
NANOG,MRTFA
NANOG,IMPDH2
NANOG,SND1
NANOG,BRAF
NANOG,STAG3
NANOG,USP7
NANOG,MDN1
NANOG,GRAMD1A
NANOG,METTL17
NANOG,FOXH1
NANOG,UBLCP1
NANOG,MYBBP1A
NANOG,CHST15
NANOG,CCNG1
NANOG,TWF1
NANOG,KNTC1
NANOG,ABCC5
NANOG,P4HA1
NANOG,VCAN
NANOG,HIST1H2AB
NANOG,B4GALT5
NANOG,MARCKS
NANOG,RTN1
NANOG,DHCR24
NANOG,CTSC
NANOG,PLK2
NANOG,LRRC1
NANOG,ECT2
NANOG,SQLE
NANOG,USP9X
NANOG,HIST1H2BK
NANOG,TMEM97
NANOG,LPCAT3
NANOG,SEC31A
NANOG,UBE2D1
NANOG,LAMP1
NANOG,NUF2
NANOG,ABTB1
NANOG,ARHGAP1
NANOG,IFITM3
NANOG,PPP2R5A
NANOG,RMC1
NANOG,CRTC3
NANOG,COL18A1
NANOG,SELENOI
NANOG,GLI2
NANOG,MCM10
NANOG,FABP3
NANOG,ETV4
NANOG,PCOLCE2
NANOG,SYNJ1
NANOG,GNE
NANOG,STARD3NL
NANOG,SELENOM
NANOG,RAD54B
NANOG,B2M
NANOG,POLG
NANOG,GORASP2
NANOG,PLEKHA1
NANOG,MYC
NANOG,LY6E
NANOG,XPNPEP1
NANOG,ESCO2
NANOG,WFDC2
NANOG,FAM168A
NANOG,FTSJ3
NANOG,EP300
NANOG,HSP90AA1
NANOG,KIF11
NANOG,SLC25A4
NANOG,BEX3
NANOG,IFRD1
NANOG,CDIPT
NANOG,LSS
NANOG,FUT8
NANOG,ZMYM1
NANOG,ANP32A
NANOG,RRAGC
NANOG,SLC4A2
NANOG,CALR
NANOG,HSP90B1
NANOG,HERPUD1
NANOG,DAP
NANOG,CDC20
NANOG,AHSA2
NANOG,RNASEH2A
NANOG,ATP6AP1
NANOG,GNPDA1
NANOG,POLR1B
NANOG,LDHB
NANOG,DNAJC10
NANOG,NUDC
NANOG,GNAI3
NANOG,ERP29
NANOG,RPL12
NANOG,TRIM28
NANOG,FBXO5
NANOG,RIC1
NANOG,GALK1
NANOG,SOAT1
NANOG,POLD2
NANOG,NPM1
NANOG,MORC4
NANOG,HIST1H2BL
NANOG,HIST1H2AI
NANOG,CNOT8
NANOG,EPHB3
NANOG,BAIAP2
NANOG,SEMA6A
NANOG,TLE1
NANOG,MAP4K4
NANOG,IGF2R
NANOG,CR1L
NANOG,REEP5
NANOG,EVA1A
NANOG,TXNDC12
NANOG,GSE1
NANOG,FRRS1
NANOG,MCM4
NANOG,ATM
NANOG,ATP6V0E
NANOG,VCP
NANOG,GFPT1
NANOG,ENAH
NANOG,ANXA5
NANOG,SAP30
NANOG,ERLIN1
NANOG,CACYBP
NANOG,ZFP985
NANOG,COX7C
NANOG,NR0B1
NANOG,TET2
NANOG,FNIP2
NANOG,EZH2
NANOG,RAN
NANOG,RESF1
NANOG,DDX18
NANOG,PABPC4
NANOG,MSI2
NANOG,LMAN1
NANOG,LRRC8D
NANOG,SH3PXD2B
NANOG,OAT
NANOG,MICU1
NANOG,KLF10
NANOG,TET1
NANOG,OSTC
NANOG,MCM6
NANOG,RDM1
NANOG,CHN2
NANOG,KIF22
NANOG,RBBP7
NANOG,CIT
NANOG,PPP1R9A
NANOG,SATB2
NANOG,HELLS
NANOG,ERF
NANOG,ODC1
NANOG,ECPAS
NANOG,NPTN
NANOG,P4HB
NANOG,TCL1
NANOG,DBR1
NANOG,VKORC1
NANOG,P3H1
NANOG,ZFP57
NANOG,CALM2
NANOG,MOSPD3
NANOG,PDCD6IP
NANOG,CAT
NANOG,RRP1B
NANOG,EDEM1
NANOG,SEC22B
NANOG,TLN1
NANOG,CREB3
NANOG,SERPINB6A
NANOG,RASGRP2
NANOG,MEPCE
NANOG,LMNB1
NANOG,PA2G4
NANOG,FN1
NANOG,NAGK
NANOG,TMTC3
NANOG,SNX8
NANOG,NAA10
NANOG,NEK2
NANOG,IMPAD1
NANOG,PRDX1
NANOG,RETREG2
NANOG,CNPPD1
NANOG,MAPRE2
NANOG,MIF
NANOG,IFT172
NANOG,PGAM1
NANOG,SETD7
NANOG,NSUN2
NANOG,FAHD2A
NANOG,SUZ12
NANOG,CHEK1
NANOG,HSPE1
NANOG,HSPD1
NANOG,CTSB
NANOG,KLF3
NANOG,SRPRB
NANOG,CPEB2
NANOG,HIST1H2BF
NANOG,RABGGTB
NANOG,STX3
NANOG,KLHL22
NANOG,ATF4
NANOG,JADE3
NANOG,FKBP9
NANOG,ARHGAP29
NANOG,SENP3
NANOG,ARF4
NANOG,SLC7A5
NANOG,CTPS
NANOG,POLE4
NANOG,DHPS
NANOG,SMC2
NANOG,RANBP17
NANOG,PML
NANOG,WDFY1
NANOG,ITGB1
NANOG,YPEL2
NANOG,UBE2S
NANOG,WARS
NANOG,GABARAP
NANOG,AKAP12
NANOG,TMEM9
NANOG,PPP3CB
NANOG,TANGO2
NANOG,CAMK2D
NANOG,SP1
NANOG,SEC11A
NANOG,INSIG2
NANOG,RAPH1
NANOG,MOB3B
NANOG,ZFP980
NANOG,SPCS2
NANOG,PRMT5
NANOG,NDRG1
NANOG,POFUT2
NANOG,HSPA4
NANOG,SLC19A2
NANOG,FAT1
NANOG,PGA5
NANOG,DCBLD1
NANOG,PDIA5
NANOG,SNX5
NANOG,SLC7A6
NANOG,RBPMS2
NANOG,UTF1
NANOG,CALM1
NANOG,ELF1
NANOG,FBLIM1
NANOG,DDX27
NANOG,R3HDM2
NANOG,GCC2
NANOG,SEC24A
NANOG,ELAC2
NANOG,ZFP141
NANOG,WDR75
NANOG,SAR1A
NANOG,NRG1
NANOG,PHF20
NANOG,SLC7A1
NANOG,LAMC2
NANOG,COQ8A
NANOG,GLUD1
NANOG,BUB1
NANOG,PRKAB1
NANOG,SPATA5
NANOG,RFXAP
NANOG,PPP2R5B
NANOG,NOP2
NANOG,MSH2
NANOG,SARNP
NANOG,TMED2
NANOG,SLC30A7
NANOG,SEC61B
NANOG,NCSTN
NANOG,COPA
NANOG,NKTR
NANOG,DSTN
NANOG,HSPA5
NANOG,HEBP1
NANOG,VWA5A
NANOG,HMGA1
NANOG,ZFP367
NANOG,PIM3
NANOG,MSL3
NANOG,GSN
NANOG,ATP11B
NANOG,PCOLCE
NANOG,SEC61A1
NANOG,NFYA
NANOG,D230025D16RIK
NANOG,RBMS1
NANOG,ARHGAP32
NANOG,RANGRF
NANOG,CERS6
NANOG,PPIB
NANOG,GABPA
NANOG,IKBIP
NANOG,APAF1
NANOG,PARK7
NANOG,PSMG4
NANOG,RPL5
NANOG,KIF2C
NANOG,ABHD5
NANOG,RFC5
NANOG,DNAJB11
NANOG,TEDC2
NANOG,ARFGEF1
NANOG,LRRC59
NANOG,NAA35
NANOG,RAB11A
NANOG,USF1
NANOG,PHF11D
NANOG,RRBP1
NANOG,RARG
NANOG,QDPR
NANOG,FNDC3B
NANOG,FKBP1A
NANOG,RETREG1
NANOG,SLC1A5
NANOG,GGA2
NANOG,UBE2E1
NANOG,TMEM144
NANOG,MRPL18
NANOG,APPBP2
NANOG,HK2
NANOG,RPA1
NANOG,PROS1
NANOG,MYDGF
NANOG,BCL3
NANOG,ACADM
NANOG,CTBP2
NANOG,PDIA3
NANOG,TCEAL8
NANOG,MFGE8
NANOG,HIST1H2AF
NANOG,CTSL
NANOG,ZFP961
NANOG,BASP1
NANOG,GMNN
NANOG,DLGAP4
NANOG,PPP1R21
NANOG,MYH9
NANOG,WAPL
NANOG,SRGAP2
NANOG,SAT1
NANOG,RPP25
NANOG,LAD1
NANOG,CDT1
NANOG,NOP56
NANOG,CIAPIN1
NANOG,BRCA1
NANOG,TCF4
NANOG,PNP
NANOG,H2AFX
NANOG,TM9SF3
NANOG,FNDC3A
NANOG,HSPBP1
NANOG,AFF1
NANOG,ATP13A3
NANOG,TMEM231
NANOG,BRIX1
NANOG,FUBP1
NANOG,PTMA
NANOG,MIS18BP1
NANOG,KPNB1
NANOG,RPL27A
NANOG,HEXB
NANOG,GLO1
NANOG,LANCL1
NANOG,SRRT
NANOG,MFSD10
NANOG,TMOD3
NANOG,PXDN
NANOG,ZDHHC18
NANOG,SSR3
NANOG,LBR
NANOG,GDI1
NANOG,CISD3
NANOG,TPM1
